"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close","P/L","No. of Contracts","Funds at Close","Margin Req.","Strategy","Opening Commissions + Fees","Closing Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Gap","Movement","Max Profit","Max Loss"
"2025-05-12","14:30:00",5835.41,"63 May 14 5760 P STO 10.20 | 63 May 14 5925 C STO 5.10 | 63 May 16 5760 P BTO 19.35 | 63 May 16 5925 C BTO 12.10",-1625,5894.1,"2025-05-14","09:45:00",-1980,"Exited at Specified Time",21760.2,63,2596633.4,102375,"",302.4,302.4,0.486,0.186,147.29,28.21,29.85,-17.54
"2025-05-05","14:30:00",5679.02,"46 May 7 5595 P STO 11.20 | 46 May 7 5765 C STO 6.05 | 46 May 9 5595 P BTO 23.20 | 46 May 9 5765 C BTO 15.95",-2200,5627.94,"2025-05-07","09:45:00",-2580,"Exited at Specified Time",17038.4,46,2574873.2,101200,"",220.8,220.8,0.441,0.342,-31.35,23.7,22.05,-10.91
"2025-04-28","14:30:00",5502.8,"34 Apr 30 5405 P STO 13.20 | 34 Apr 30 5610 C STO 7.30 | 34 May 2 5405 P BTO 29.40 | 34 May 2 5610 C BTO 20.50",-2950,5453.42,"2025-04-30","09:45:00",-3605,"Exited at Specified Time",21943.6,34,2557834.8,100300,"",163.2,163.2,0.411,0.251,4.01,-26.42,25.42,-3.22
"2025-04-21","14:30:00",5115.04,"29 Apr 23 4990 P STO 17.20 | 29 Apr 23 5265 C STO 10.10 | 29 Apr 25 4990 P BTO 35.65 | 29 Apr 25 5265 C BTO 26.00",-3445,5303.98,"2025-04-22","12:24:00",-3115,"Below Delta",-9848.4,29,2535891.2,99905,"",139.2,139.2,0.443,0.678,-49.76,-117.9,1.45,-14.22
"2025-04-07","14:30:00",5068.26,"27 Apr 9 4800 P STO 39.90 | 27 Apr 9 5355 C STO 19.90 | 27 Apr 11 4800 P BTO 63.90 | 27 Apr 11 5355 C BTO 31.30",-3550,4992.45,"2025-04-09","09:45:00",-6320,"Exited at Specified Time",74530.8,27,2545739.6,95850,"",129.6,129.6,0.628,0.205,-120.29,114.47,85.92,-16.48
"2025-03-31","14:30:00",5590.77,"35 Apr 2 5490 P STO 14.10 | 35 Apr 2 5700 C STO 8.55 | 35 Apr 4 5490 P BTO 28.35 | 35 Apr 4 5700 C BTO 21.20",-2700,5610.41,"2025-04-02","09:45:00",-4325,"Exited at Specified Time",56539,35,2471208.8,94500,"",168,168,0.457,0.053,-53.03,62.86,60.74,-2.04
"2025-03-24","14:30:00",5746.51,"48 Mar 26 5685 P STO 8.70 | 48 Mar 26 5810 C STO 4.70 | 48 Mar 28 5685 P BTO 19.10 | 48 Mar 28 5810 C BTO 14.10",-1990,5779.12,"2025-03-26","09:45:00",-2015,"Exited at Specified Time",739.2,48,2414669.8,95520,"",230.4,230.4,0.404,0.096,50.52,28.43,8.04,-2.01
"2025-03-17","14:30:00",5693.63,"42 Mar 19 5610 P STO 12.25 | 42 Mar 19 5785 C STO 6.50 | 42 Mar 21 5610 P BTO 24.30 | 42 Mar 21 5785 C BTO 17.00",-2265,5625.35,"2025-03-19","09:45:00",-2480,"Exited at Specified Time",8626.8,42,2413930.6,95130,"",201.6,201.6,0.454,0.448,-3.34,58.03,9.93,-9.05
"2025-03-03","14:30:00",5896.5,"40 Mar 5 5800 P STO 13.20 | 40 Mar 5 6000 C STO 7.15 | 40 Mar 7 5800 P BTO 25.75 | 40 Mar 7 6000 C BTO 17.90",-2340,5797.34,"2025-03-05","09:45:00",-2890,"Exited at Specified Time",21616,40,2405303.8,93600,"",192,192,0.466,0.535,13.83,-71.83,25.85,-24.36
"2025-02-24","14:30:00",6014.05,"39 Feb 26 5955 P STO 9.20 | 39 Feb 26 6075 C STO 4.85 | 39 Feb 28 5955 P BTO 21.20 | 39 Feb 28 6075 C BTO 16.95",-2420,5972.75,"2025-02-26","09:45:00",-3020,"Exited at Specified Time",23025.6,39,2383687.8,94380,"",187.2,187.2,0.368,0.248,13.56,-12.64,26.24,-18.8
"2025-02-10","14:30:00",6070.58,"80 Feb 12 6005 P STO 8.80 | 80 Feb 12 6130 C STO 4.50 | 80 Feb 14 6005 P BTO 14.70 | 80 Feb 14 6130 C BTO 10.15",-1165,6024.35,"2025-02-12","09:45:00",-1355,"Exited at Specified Time",14432,80,2360662.2,93200,"",384,384,0.535,0.396,20.41,24.18,19.31,-5.15
"2025-02-03","14:30:00",6014.67,"46 Feb 5 5930 P STO 11.40 | 46 Feb 5 6100 C STO 6.40 | 46 Feb 7 5930 P BTO 21.90 | 46 Feb 7 6100 C BTO 16.40",-2060,6028.84,"2025-02-05","09:45:00",-1405,"Exited at Specified Time",-30571.6,46,2346230.2,94760,"",220.8,220.8,0.465,0.05,-70.88,45.02,1.94,-31.31
"2025-01-27","14:30:00",6009.8,"41 Jan 29 5940 P STO 9.65 | 41 Jan 29 6085 C STO 5.30 | 41 Jan 31 5940 P BTO 21.70 | 41 Jan 31 6085 C BTO 15.90",-2275,6047.9,"2025-01-29","09:45:00",-2560,"Exited at Specified Time",11291.4,41,2376801.8,93275,"",196.8,196.8,0.398,0.157,-132.2,40.76,25.05,-2.86
"2025-01-13","14:30:00",5824.31,"58 Jan 15 5740 P STO 10.80 | 58 Jan 15 5915 C STO 6.65 | 58 Jan 17 5740 P BTO 19.45 | 58 Jan 17 5915 C BTO 14.00",-1610,5932.02,"2025-01-15","09:45:00",-1885,"Exited at Specified Time",15393.2,58,2365510.4,93380,"",278.4,278.4,0.522,0.599,-45.02,42.29,21.43,-1.55
"2025-01-06","14:30:00",5977.11,"68 Jan 8 5920 P STO 8.45 | 68 Jan 8 6035 C STO 4.85 | 68 Jan 10 5920 P BTO 15.55 | 68 Jan 10 6035 C BTO 11.25",-1360,5899.67,"2025-01-08","09:45:00",-1575,"Exited at Specified Time",13967.2,68,2350117.2,92480,"",326.4,326.4,0.496,0.655,40.34,-5.7,17.65,-4.78
"2024-12-16","14:30:00",6080.44,"70 Dec 18 6035 P STO 6.80 | 70 Dec 18 6130 C STO 3.70 | 70 Dec 20 6035 P BTO 12.90 | 70 Dec 20 6130 C BTO 10.70",-1320,6046.18,"2024-12-18","09:45:00",-1350,"Exited at Specified Time",1428,70,2336150,92400,"",336,336,0.445,0.472,12.7,16.65,5.3,-12.5
"2024-12-09","14:30:00",6061.67,"80 Dec 11 6025 P STO 6.00 | 80 Dec 11 6110 C STO 3.10 | 80 Dec 13 6025 P BTO 11.80 | 80 Dec 13 6110 C BTO 8.90",-1170,6069.64,"2024-12-11","09:45:00",-820,"Exited at Specified Time",-28768,80,2334722,93600,"",384,384,0.44,0.098,-7.26,-21.34,2.56,-30.34
"2024-12-02","14:30:00",6044.27,"51 Dec 4 6010 P STO 5.45 | 51 Dec 4 6085 C STO 3.15 | 51 Dec 6 6010 P BTO 14.30 | 51 Dec 6 6085 C BTO 12.50",-1830,6067.34,"2024-12-04","09:45:00",-1835,"Exited at Specified Time",-234.6,51,2363490,93330,"",244.8,244.8,0.321,0.115,7.73,4.16,4.92,-7.92
"2024-11-25","14:30:00",5982.22,"144 Nov 27 5940 P STO 6.00 | 144 Nov 27 6030 C STO 3.95 | 144 Nov 29 5940 P BTO 9.00 | 144 Nov 29 6030 C BTO 7.40",-655,6016.98,"2024-11-27","09:45:00",-680,"Exited at Specified Time",2217.6,144,2363724.6,94320,"",691.2,691.2,0.607,0.392,22.94,-10.06,13.74,-6.87
"2024-11-18","14:30:00",5885.91,"35 Nov 20 5840 P STO 6.70 | 35 Nov 20 5935 C STO 4.00 | 35 Nov 22 5840 P BTO 19.60 | 35 Nov 22 5935 C BTO 17.55",-2655,5896.49,"2024-11-20","09:45:00",-2750,"Exited at Specified Time",2989,35,2361507,92925,"",168,168,0.288,0.115,3.55,11.74,8.47,-3.01
"2024-11-11","14:30:00",5997.75,"64 Nov 13 5950 P STO 6.90 | 64 Nov 13 6050 C STO 3.85 | 64 Nov 15 5950 P BTO 13.90 | 64 Nov 15 6050 C BTO 11.50",-1475,5993.22,"2024-11-13","09:45:00",-1195,"Exited at Specified Time",-18534.4,64,2358518,94400,"",307.2,307.2,0.423,0.101,13.32,-11.11,4.75,-18.31
"2024-10-28","14:30:00",5831.35,"31 Oct 30 5780 P STO 7.00 | 31 Oct 30 5880 C STO 4.00 | 31 Nov 1 5780 P BTO 20.60 | 31 Nov 1 5880 C BTO 20.10",-2980,5815.69,"2024-10-30","09:45:00",-3160,"Exited at Specified Time",5282.4,31,2377052.4,92380,"",148.8,148.8,0.27,0.088,25.81,-2.58,11.24,-5.03
"2024-10-21","14:30:00",5845.06,"63 Oct 23 5805 P STO 5.70 | 63 Oct 23 5890 C STO 2.95 | 63 Oct 25 5805 P BTO 13.00 | 63 Oct 25 5890 C BTO 10.60",-1505,5830.13,"2024-10-23","09:45:00",-1440,"Exited at Specified Time",-4699.8,63,2371770,94815,"",302.4,302.4,0.367,0.164,-6.85,-12.76,11.63,-5.98
"2024-10-14","14:30:00",5859.82,"57 Oct 16 5815 P STO 6.00 | 57 Oct 16 5905 C STO 3.30 | 57 Oct 18 5815 P BTO 14.15 | 57 Oct 18 5905 C BTO 11.60",-1655,5809.79,"2024-10-16","09:45:00",-1485,"Exited at Specified Time",-10237.2,57,2376469.8,94335,"",273.6,273.6,0.361,0.484,14.78,30.01,8.16,-10.57
"2024-10-07","14:30:00",5715.35,"40 Oct 9 5650 P STO 9.00 | 40 Oct 9 5780 C STO 4.40 | 40 Oct 11 5650 P BTO 20.90 | 40 Oct 11 5780 C BTO 15.80",-2340,5751.87,"2024-10-09","09:45:00",-2310,"Exited at Specified Time",-1584,40,2386707,93600,"",192,192,0.365,0.081,-13.27,-22.45,12.61,-4.27
"2024-09-30","14:30:00",5714.18,"38 Oct 2 5660 P STO 8.25 | 38 Oct 2 5775 C STO 4.80 | 38 Oct 4 5660 P BTO 20.70 | 38 Oct 4 5775 C BTO 16.85",-2460,5674.11,"2024-10-02","09:45:00",-3100,"Exited at Specified Time",23955.2,38,2388291,93480,"",182.4,182.4,0.348,0.255,-11.65,-12.34,27.24,-1.02
"2024-09-23","14:30:00",5715.43,"67 Sep 25 5675 P STO 6.20 | 67 Sep 25 5760 C STO 3.30 | 67 Sep 27 5675 P BTO 13.50 | 67 Sep 27 5760 C BTO 10.00",-1410,5735.74,"2024-09-25","09:45:00",-1365,"Exited at Specified Time",-3658.2,67,2364335.8,94470,"",321.6,321.6,0.404,0.132,9.35,3.53,8.16,-6.38
"2024-09-16","14:30:00",5630.62,"61 Sep 18 5560 P STO 10.10 | 61 Sep 18 5705 C STO 5.50 | 61 Sep 20 5560 P BTO 17.70 | 61 Sep 20 5705 C BTO 13.00",-1520,5637.22,"2024-09-18","09:45:00",-1985,"Exited at Specified Time",27779.4,61,2367994,92720,"",292.8,292.8,0.508,0.359,-10.81,15.41,40.13,-1.64
"2024-09-09","14:30:00",5456.83,"53 Sep 11 5385 P STO 10.00 | 53 Sep 11 5535 C STO 5.25 | 53 Sep 13 5385 P BTO 19.80 | 53 Sep 13 5535 C BTO 12.75",-1740,5469.72,"2024-09-11","09:45:00",-1680,"Exited at Specified Time",-3688.8,53,2340214.6,92220,"",254.4,254.4,0.469,0.149,33.65,14.76,22.13,-2.87
"2024-08-26","14:30:00",5613.57,"37 Aug 28 5570 P STO 6.45 | 37 Aug 28 5665 C STO 3.85 | 37 Aug 30 5570 P BTO 18.35 | 37 Aug 30 5665 C BTO 16.75",-2490,5619.61,"2024-08-28","09:45:00",-2485,"Exited at Specified Time",-540.2,37,2343903.4,92130,"",177.6,177.6,0.293,0.035,5.05,-26.09,7.83,-3.01
"2024-08-19","14:30:00",5589.02,"50 Aug 21 5545 P STO 5.50 | 50 Aug 21 5635 C STO 3.20 | 50 Aug 23 5545 P BTO 14.20 | 50 Aug 23 5635 C BTO 12.80",-1840,5612.31,"2024-08-21","09:45:00",-2610,"Exited at Specified Time",38020,50,2344443.6,92000,"",240,240,0.322,0.172,2.98,31.79,42.66,-0.27
"2024-08-12","14:30:00",5340.96,"49 Aug 14 5245 P STO 13.00 | 49 Aug 14 5425 C STO 6.70 | 49 Aug 16 5245 P BTO 23.45 | 49 Aug 16 5425 C BTO 14.70",-1855,5446.22,"2024-08-14","09:32:00",-1850,"Below Delta",-715.4,49,2306423.6,90895,"",235.2,235.2,0.516,0.618,7.72,-10.92,9.43,-7.82
"2024-08-05","14:30:00",5205,"38 Aug 7 5075 P STO 18.75 | 38 Aug 7 5340 C STO 8.90 | 38 Aug 9 5075 P BTO 32.55 | 38 Aug 9 5340 C BTO 18.80",-2380,5314.66,"2024-08-07","09:45:00",-2420,"Exited at Specified Time",1155.2,38,2307139,90440,"",182.4,182.4,0.538,0.279,-195.42,53.86,35.92,-8.19
"2024-07-29","14:30:00",5466.28,"43 Jul 31 5400 P STO 9.90 | 43 Jul 31 5545 C STO 5.90 | 43 Aug 2 5400 P BTO 20.50 | 43 Aug 2 5545 C BTO 16.30",-2110,5495.06,"2024-07-31","09:45:00",-2515,"Exited at Specified Time",17002.2,43,2305983.8,90730,"",206.4,206.4,0.429,0.163,17.45,-10.27,21.33,-3.32
"2024-07-22","14:30:00",5564.09,"71 Jul 24 5515 P STO 7.15 | 71 Jul 24 5620 C STO 4.40 | 71 Jul 26 5515 P BTO 13.30 | 71 Jul 26 5620 C BTO 11.05",-1290,5496,"2024-07-24","09:45:00",-1165,"Exited at Specified Time",-9556.6,71,2288981.6,91590,"",340.8,340.8,0.474,0.679,39.54,19.55,9.69,-13.95
"2024-07-15","14:30:00",5636.33,"81 Jul 17 5595 P STO 5.75 | 81 Jul 17 5690 C STO 3.30 | 81 Jul 19 5595 P BTO 11.10 | 81 Jul 19 5690 C BTO 9.10",-1125,5611.8,"2024-07-17","09:45:00",-1255,"Exited at Specified Time",9752.4,81,2298538.2,91125,"",388.8,388.8,0.448,0.327,22.81,-1.83,21.33,-6.67
"2024-07-08","14:30:00",5572.01,"50 Jul 10 5540 P STO 4.30 | 50 Jul 10 5610 C STO 2.30 | 50 Jul 12 5540 P BTO 12.70 | 50 Jul 12 5610 C BTO 11.80",-1800,5589.53,"2024-07-10","09:45:00",-1860,"Exited at Specified Time",2520,50,2288785.8,90000,"",240,240,0.269,0.063,5.56,-0.74,10.28,-4.44
"2024-07-01","14:30:00",5468.74,"99 Jul 3 5435 P STO 4.25 | 99 Jul 3 5510 C STO 2.90 | 99 Jul 5 5435 P BTO 8.60 | 99 Jul 5 5510 C BTO 7.60",-915,5514.26,"2024-07-03","09:45:00",-1025,"Exited at Specified Time",9939.6,99,2286265.8,90585,"",475.2,475.2,0.441,0.46,10.6,-2.34,15.85,-13.66
"2024-06-24","14:30:00",5458.35,"62 Jun 26 5425 P STO 5.15 | 62 Jun 26 5505 C STO 2.70 | 62 Jun 28 5425 P BTO 12.30 | 62 Jun 28 5505 C BTO 10.00",-1455,5457.5,"2024-06-26","09:45:00",-1225,"Exited at Specified Time",-14855.2,62,2276326.2,90210,"",297.6,297.6,0.352,0.105,-5.04,-1.23,3.09,-15.12
"2024-06-10","14:30:00",5351.19,"94 Jun 12 5295 P STO 8.75 | 94 Jun 12 5420 C STO 5.15 | 94 Jun 14 5295 P BTO 13.65 | 94 Jun 14 5420 C BTO 9.80",-965,5433.86,"2024-06-12","09:45:00",-1050,"Exited at Specified Time",7087.6,94,2291181.4,90710,"",451.2,451.2,0.593,0.703,-5.77,9.97,17.62,-1.55
"2024-06-03","14:30:00",5259.25,"56 Jun 5 5215 P STO 6.25 | 56 Jun 5 5310 C STO 3.75 | 56 Jun 7 5215 P BTO 14.20 | 56 Jun 7 5310 C BTO 11.70",-1600,5310.9,"2024-06-05","09:45:00",-1825,"Exited at Specified Time",12062.4,56,2284093.8,89600,"",268.8,268.8,0.386,0.393,19.64,-37.9,17.5,-0.62
"2024-05-20","14:30:00",5311.51,"45 May 22 5280 P STO 5.15 | 45 May 22 5350 C STO 2.45 | 45 May 24 5280 P BTO 14.05 | 45 May 24 5350 C BTO 13.30",-1985,5320.62,"2024-05-22","09:45:00",-2015,"Exited at Specified Time",918,45,2272031.4,89325,"",216,216,0.278,0.029,2.08,6.16,2.52,-7.3
"2024-05-13","14:30:00",5220.92,"115 May 15 5160 P STO 7.80 | 115 May 15 5285 C STO 5.20 | 115 May 17 5160 P BTO 11.50 | 115 May 17 5285 C BTO 9.10",-770,5273.83,"2024-05-15","09:45:00",-1190,"Exited at Specified Time",47196,115,2271113.4,88550,"",552,552,0.631,0.308,10.4,-12.16,59.09,-1.3
"2024-05-06","14:30:00",5170.25,"75 May 8 5130 P STO 4.90 | 75 May 8 5215 C STO 3.10 | 75 May 10 5130 P BTO 10.70 | 75 May 10 5215 C BTO 9.05",-1185,5173.33,"2024-05-08","09:45:00",-980,"Exited at Specified Time",-16095,75,2223917.4,88875,"",360,360,0.405,0.108,14.63,27.83,6.75,-16.46
"2024-04-29","14:30:00",5112.11,"54 May 1 5060 P STO 8.10 | 54 May 1 5175 C STO 4.35 | 54 May 3 5060 P BTO 16.60 | 54 May 3 5175 C BTO 12.40",-1665,5029.09,"2024-05-01","09:34:00",-1380,"Above Delta",-15908.4,54,2240012.4,89910,"",259.2,259.2,0.429,0.735,14.17,-2.02,8.71,-20.42
"2024-04-22","14:30:00",5036.02,"54 Apr 24 4985 P STO 7.20 | 54 Apr 24 5095 C STO 4.50 | 54 Apr 26 4985 P BTO 15.30 | 54 Apr 26 5095 C BTO 12.80",-1650,5085.97,"2024-04-24","09:45:00",-1985,"Exited at Specified Time",17571.6,54,2255920.8,89100,"",259.2,259.2,0.416,0.275,20.1,48.69,21.82,-9.39
"2024-04-15","14:30:00",5067.63,"62 Apr 17 4995 P STO 10.60 | 62 Apr 17 5150 C STO 5.55 | 62 Apr 19 4995 P BTO 18.45 | 62 Apr 19 5150 C BTO 12.00",-1440,5075.77,"2024-04-17","09:45:00",-1135,"Exited at Specified Time",-19505.2,62,2238349.2,89280,"",297.6,297.6,0.53,0.098,26.26,-82.04,13.19,-20.49
"2024-04-08","14:30:00",5210.16,"80 Apr 10 5150 P STO 8.10 | 80 Apr 10 5275 C STO 4.25 | 80 Apr 12 5150 P BTO 14.20 | 80 Apr 12 5275 C BTO 9.20",-1115,5158.38,"2024-04-10","09:45:00",-1355,"Exited at Specified Time",18432,80,2257854.4,89200,"",384,384,0.528,0.499,7.03,-1.21,22.42,-5.38
"2024-04-01","14:30:00",5237.99,"62 Apr 3 5200 P STO 4.65 | 62 Apr 3 5280 C STO 2.85 | 62 Apr 5 5200 P BTO 11.50 | 62 Apr 5 5280 C BTO 10.20",-1430,5203.02,"2024-04-03","09:45:00",-1690,"Exited at Specified Time",15524.8,62,2239422.4,88660,"",297.6,297.6,0.346,0.344,3.62,-19.98,20.98,-13.99
"2024-03-18","14:30:00",5164.06,"80 Mar 20 5110 P STO 8.30 | 80 Mar 20 5230 C STO 5.15 | 80 Mar 22 5110 P BTO 14.00 | 80 Mar 22 5230 C BTO 10.40",-1105,5173.74,"2024-03-20","09:45:00",-1225,"Exited at Specified Time",8832,80,2223897.6,88400,"",384,384,0.551,0.218,37.68,9.29,18.55,-3.62
"2024-03-11","14:30:00",5118.12,"84 Mar 13 5060 P STO 8.00 | 84 Mar 13 5190 C STO 4.80 | 84 Mar 15 5060 P BTO 13.80 | 84 Mar 15 5190 C BTO 9.30",-1040,5167.73,"2024-03-13","09:45:00",-1155,"Exited at Specified Time",8853.6,84,2215065.6,87360,"",403.2,403.2,0.554,0.165,-11.73,6.16,33.17,-2.88
"2024-03-04","14:30:00",5137.27,"71 Mar 6 5100 P STO 5.25 | 71 Mar 6 5185 C STO 2.95 | 71 Mar 8 5100 P BTO 11.60 | 71 Mar 8 5185 C BTO 8.90",-1240,5071.74,"2024-03-05","14:35:00",-890,"Above Delta",-25531.6,71,2206212,88040,"",340.8,340.8,0.4,0.792,-6.09,6.28,5.24,-29.03
"2024-02-26","14:30:00",5081.43,"70 Feb 28 5045 P STO 5.05 | 70 Feb 28 5125 C STO 3.30 | 70 Mar 1 5045 P BTO 11.40 | 70 Mar 1 5125 C BTO 9.50",-1265,5065.21,"2024-02-28","09:45:00",-1285,"Exited at Specified Time",728,70,2231743.6,88550,"",336,336,0.4,0.148,4.2,-11.57,7.11,-5.93
"2024-02-12","14:30:00",5024.72,"103 Feb 14 4980 P STO 6.30 | 103 Feb 14 5080 C STO 3.60 | 103 Feb 16 4980 P BTO 10.60 | 103 Feb 16 5080 C BTO 7.90",-870,4954.24,"2024-02-13","09:32:00",-635,"Above Delta",-25193.8,103,2231015.6,89610,"",494.4,494.4,0.535,0.833,0.22,-2.11,2.87,-25.86
"2024-02-05","14:30:00",4949.35,"80 Feb 7 4915 P STO 5.30 | 80 Feb 7 4995 C STO 3.30 | 80 Feb 9 4915 P BTO 11.00 | 80 Feb 9 4995 C BTO 8.65",-1115,4971.07,"2024-02-07","09:45:00",-1175,"Exited at Specified Time",4032,80,2256209.4,89200,"",384,384,0.438,0.138,-1.42,-7.84,10.31,-8.07
"2024-01-29","14:30:00",4903.51,"65 Jan 31 4860 P STO 6.80 | 65 Jan 31 4960 C STO 3.95 | 65 Feb 2 4860 P BTO 13.75 | 65 Feb 2 4960 C BTO 10.60",-1370,4895.78,"2024-01-31","09:45:00",-1580,"Exited at Specified Time",13026,65,2252177.4,89050,"",312,312,0.441,0.178,1.98,10.56,18.25,-0.73
"2024-01-22","14:30:00",4851.54,"88 Jan 24 4815 P STO 4.50 | 88 Jan 24 4895 C STO 3.05 | 88 Jan 26 4815 P BTO 9.30 | 88 Jan 26 4895 C BTO 8.20",-1005,4889.84,"2024-01-24","09:45:00",-1285,"Exited at Specified Time",23795.2,88,2239151.4,88440,"",422.4,422.4,0.431,0.294,13.61,-1.88,28.86,-8.96
"2024-01-08","14:30:00",4746.6,"63 Jan 10 4710 P STO 4.40 | 63 Jan 10 4790 C STO 2.85 | 63 Jan 12 4710 P BTO 11.15 | 63 Jan 12 4790 C BTO 9.90",-1390,4768.75,"2024-01-10","09:45:00",-1425,"Exited at Specified Time",1600.2,63,2215356.2,87570,"",302.4,302.4,0.344,0.109,6.46,42.9,5.76,-8.63
"2023-12-18","14:30:00",4744.79,"99 Dec 20 4715 P STO 4.30 | 99 Dec 20 4785 C STO 2.45 | 99 Dec 22 4715 P BTO 8.30 | 99 Dec 22 4785 C BTO 7.25",-890,4764.92,"2023-12-20","09:45:00",-965,"Exited at Specified Time",6474.6,99,2213756,88110,"",475.2,475.2,0.434,0.114,6.39,19.21,12.92,-4.49
"2023-12-11","14:30:00",4619.7,"111 Dec 13 4575 P STO 6.70 | 111 Dec 13 4675 C STO 4.60 | 111 Dec 15 4575 P BTO 10.60 | 111 Dec 15 4675 C BTO 8.50",-790,4646.85,"2023-12-13","09:45:00",-925,"Exited at Specified Time",13919.4,111,2207281.4,87690,"",532.8,532.8,0.592,0.258,-10.98,26.31,20.89,-8.23
"2023-12-04","14:30:00",4561.22,"68 Dec 6 4530 P STO 4.70 | 68 Dec 6 4605 C STO 2.80 | 68 Dec 8 4530 P BTO 11.15 | 68 Dec 8 4605 C BTO 9.10",-1285,4582.74,"2023-12-06","09:45:00",-1385,"Exited at Specified Time",6147.2,68,2193362,87380,"",326.4,326.4,0.37,0.109,-30.26,-3.15,12.45,-5.06
"2023-11-27","14:30:00",4555.33,"93 Nov 29 4530 P STO 3.95 | 93 Nov 29 4590 C STO 2.15 | 93 Dec 1 4530 P BTO 8.90 | 93 Dec 1 4590 C BTO 6.30",-920,4580.89,"2023-11-29","09:45:00",-1285,"Exited at Specified Time",33052.2,93,2187214.8,85560,"",446.4,446.4,0.401,0.227,-4.48,0.47,42.93,-3.8
"2023-11-20","14:30:00",4545.91,"242 Nov 22 4515 P STO 4.75 | 242 Nov 22 4590 C STO 2.75 | 242 Nov 24 4515 P BTO 6.55 | 242 Nov 24 4590 C BTO 4.40",-355,4566.44,"2023-11-22","09:45:00",-375,"Exited at Specified Time",2516.8,242,2154162.6,85910,"",1161.6,1161.6,0.685,0.245,-2.32,34.21,28.17,-9.86
"2023-11-13","14:30:00",4418.03,"90 Nov 15 4375 P STO 6.45 | 90 Nov 15 4470 C STO 3.55 | 90 Nov 17 4375 P BTO 11.50 | 90 Nov 17 4470 C BTO 7.90",-950,4484.92,"2023-11-14","09:53:00",-920,"Below Delta",-3564,90,2151645.8,85500,"",432,432,0.515,0.731,-8.58,11.37,2.11,-10
"2023-11-06","14:30:00",4353.2,"71 Nov 8 4315 P STO 5.35 | 71 Nov 8 4395 C STO 3.35 | 71 Nov 10 4315 P BTO 11.65 | 71 Nov 10 4395 C BTO 9.00",-1205,4386.69,"2023-11-08","09:45:00",-1180,"Exited at Specified Time",-2456.6,71,2155209.8,85555,"",340.8,340.8,0.421,0.316,5.93,-11.07,3.32,-5.39
"2023-10-30","14:30:00",4163.51,"54 Nov 1 4105 P STO 8.70 | 54 Nov 1 4230 C STO 5.40 | 54 Nov 3 4105 P BTO 17.15 | 54 Nov 3 4230 C BTO 12.80",-1595,4202.16,"2023-11-01","09:45:00",-1655,"Exited at Specified Time",2721.6,54,2157666.4,86130,"",259.2,259.2,0.471,0.268,22.02,24.12,6.27,-1.88
"2023-10-23","14:30:00",4235.84,"59 Oct 25 4180 P STO 7.80 | 59 Oct 25 4300 C STO 4.45 | 59 Oct 27 4180 P BTO 15.40 | 59 Oct 27 4300 C BTO 11.30",-1455,4213.08,"2023-10-25","09:45:00",-1410,"Exited at Specified Time",-3221.4,59,2154944.8,85845,"",283.2,283.2,0.459,0.184,-13.76,25.44,4.81,-16.15
"2023-10-16","14:30:00",4372.18,"65 Oct 18 4325 P STO 7.15 | 65 Oct 18 4425 C STO 3.85 | 65 Oct 20 4325 P BTO 14.10 | 65 Oct 20 4425 C BTO 9.80",-1300,4349.84,"2023-10-18","09:45:00",-1650,"Exited at Specified Time",22126,65,2158166.2,84500,"",312,312,0.46,0.224,14.59,29.81,27.69,-3.46
"2023-10-09","14:30:00",4337.62,"56 Oct 11 4290 P STO 7.20 | 56 Oct 11 4395 C STO 3.70 | 56 Oct 13 4290 P BTO 15.10 | 56 Oct 13 4395 C BTO 10.80",-1510,4372.9,"2023-10-11","09:45:00",-1665,"Exited at Specified Time",8142.4,56,2136040.2,84560,"",268.8,268.8,0.421,0.199,-19.48,48.6,12.58,-3.64
"2023-10-02","14:30:00",4264.17,"58 Oct 4 4215 P STO 7.70 | 58 Oct 4 4325 C STO 4.45 | 58 Oct 6 4215 P BTO 15.60 | 58 Oct 6 4325 C BTO 11.00",-1455,4239.23,"2023-10-04","09:45:00",-1570,"Exited at Specified Time",6113.2,58,2127897.8,84390,"",278.4,278.4,0.457,0.239,-3.53,-20.35,11.68,-0.34
"2023-09-25","14:30:00",4326.43,"56 Sep 27 4275 P STO 7.30 | 56 Sep 27 4380 C STO 3.55 | 56 Sep 29 4275 P BTO 15.60 | 56 Sep 29 4380 C BTO 10.20",-1505,4289.43,"2023-09-27","09:45:00",-1665,"Exited at Specified Time",8422.4,56,2121784.6,84280,"",268.8,268.8,0.421,0.26,-9.44,15.81,14.29,-1.33
"2023-09-18","14:30:00",4457.86,"90 Sep 20 4420 P STO 5.55 | 90 Sep 20 4505 C STO 3.10 | 90 Sep 22 4420 P BTO 10.40 | 90 Sep 22 4505 C BTO 7.40",-925,4456.85,"2023-09-20","09:45:00",-1085,"Exited at Specified Time",13536,90,2113362.2,83250,"",432,432,0.486,0.234,-5.19,12.73,18.92,-11.35
